
=======================================================
[INFO] TANGGAL & WAKTU EKSEKUSI SIMULASI : 2026-06-09 15:00:20
=======================================================

=======================================================
[INFO] Skenario Range / Pathloss Degradation (Wi-Fi 6)
=======================================================
[SPESIFIKASI SIMULASI]
- Standar Wi-Fi     : Wi-Fi 6 (802.11ax)
- Konfigurasi MIMO  : 8x8 Spatial Streams
- Fitur Spesial     : Single-Link (Non-MLO)
    * Link 0        : Frekuensi 5 GHz (Lebar Pita 160 MHz)
- Tx Power          : 20.0 dBm
- Rate Adaptation   : IdealWifiManager (Otomatis menyesuaikan hingga 1024-QAM)
- Propagation Model : HybridBuildingsPropagationLossModel (Redaman Tembok/Indoor)
- Jarak Uji         : 0 hingga 650 meter
=======================================================

[INFO] Waktu: 26.2s | Jarak: 261 m | RSSI: -54.6769 dBm | Tput: 1243.19 Mbps | Delay: 131.32 ms | Jitter: 0.0132629 ms | Drop: 63830
[INFO] Waktu: 26.4s | Jarak: 263 m | RSSI: -54.7432 dBm | Tput: 1242.37 Mbps | Delay: 131.266 ms | Jitter: 0.0132875 ms | Drop: 63799
[INFO] Waktu: 26.6s | Jarak: 265 m | RSSI: -54.809 dBm | Tput: 1242.96 Mbps | Delay: 131.69 ms | Jitter: 0.0133501 ms | Drop: 63842
[INFO] Waktu: 26.8s | Jarak: 267 m | RSSI: -54.8743 dBm | Tput: 1247.49 Mbps | Delay: 131.731 ms | Jitter: 0.0133392 ms | Drop: 63715
[INFO] Waktu: 27s | Jarak: 269 m | RSSI: -54.9392 dBm | Tput: 1238.78 Mbps | Delay: 131.668 ms | Jitter: 0.0133183 ms | Drop: 63884
[INFO] Waktu: 27.2s | Jarak: 271 m | RSSI: -55.0035 dBm | Tput: 1248.61 Mbps | Delay: 131.343 ms | Jitter: 0.0132974 ms | Drop: 63735
[INFO] Waktu: 27.4s | Jarak: 273 m | RSSI: -55.0674 dBm | Tput: 1241.43 Mbps | Delay: 131.51 ms | Jitter: 0.0133094 ms | Drop: 63835
[INFO] Waktu: 27.6s | Jarak: 275 m | RSSI: -55.1308 dBm | Tput: 1246.37 Mbps | Delay: 131.323 ms | Jitter: 0.0132708 ms | Drop: 63750
[INFO] Waktu: 27.8s | Jarak: 277 m | RSSI: -55.1937 dBm | Tput: 1263.45 Mbps | Delay: 130.393 ms | Jitter: 0.01314 ms | Drop: 63501
[INFO] Waktu: 28s | Jarak: 279 m | RSSI: -55.2562 dBm | Tput: 1239.19 Mbps | Delay: 131.473 ms | Jitter: 0.0132868 ms | Drop: 63883
[INFO] Waktu: 28.2s | Jarak: 281 m | RSSI: -55.3182 dBm | Tput: 1245.49 Mbps | Delay: 131.172 ms | Jitter: 0.0132837 ms | Drop: 63759
[INFO] Waktu: 28.4s | Jarak: 283 m | RSSI: -55.3798 dBm | Tput: 1247.26 Mbps | Delay: 131.269 ms | Jitter: 0.0132577 ms | Drop: 63715
[INFO] Waktu: 28.6s | Jarak: 285 m | RSSI: -55.441 dBm | Tput: 1241.9 Mbps | Delay: 131.237 ms | Jitter: 0.0133125 ms | Drop: 63842
[INFO] Waktu: 28.8s | Jarak: 287 m | RSSI: -55.5017 dBm | Tput: 1237.42 Mbps | Delay: 132.017 ms | Jitter: 0.0133923 ms | Drop: 63926
[INFO] Waktu: 29s | Jarak: 289 m | RSSI: -55.5621 dBm | Tput: 1238.6 Mbps | Delay: 132.12 ms | Jitter: 0.0134181 ms | Drop: 63883
[INFO] Waktu: 29.2s | Jarak: 291 m | RSSI: -55.622 dBm | Tput: 1246.2 Mbps | Delay: 131.184 ms | Jitter: 0.0133022 ms | Drop: 63758
[INFO] Waktu: 29.4s | Jarak: 293 m | RSSI: -55.6815 dBm | Tput: 1243.02 Mbps | Delay: 131.372 ms | Jitter: 0.0132742 ms | Drop: 63842
[INFO] Waktu: 29.6s | Jarak: 295 m | RSSI: -55.7406 dBm | Tput: 1231.53 Mbps | Delay: 132.226 ms | Jitter: 0.0135143 ms | Drop: 64009
[INFO] Waktu: 29.8s | Jarak: 297 m | RSSI: -55.7992 dBm | Tput: 1242.19 Mbps | Delay: 131.495 ms | Jitter: 0.0133562 ms | Drop: 63800
[INFO] Waktu: 30s | Jarak: 299 m | RSSI: -55.8575 dBm | Tput: 1245.61 Mbps | Delay: 131.513 ms | Jitter: 0.0132639 ms | Drop: 63800
[INFO] Waktu: 30.2s | Jarak: 301 m | RSSI: -55.9154 dBm | Tput: 1241.43 Mbps | Delay: 131.409 ms | Jitter: 0.0133155 ms | Drop: 63841
[INFO] Waktu: 30.4s | Jarak: 303 m | RSSI: -55.973 dBm | Tput: 1248.79 Mbps | Delay: 131.067 ms | Jitter: 0.0132792 ms | Drop: 63717
[INFO] Waktu: 30.6s | Jarak: 305 m | RSSI: -56.0301 dBm | Tput: 1248.84 Mbps | Delay: 130.894 ms | Jitter: 0.0132416 ms | Drop: 63709
[INFO] Waktu: 30.8s | Jarak: 307 m | RSSI: -56.0869 dBm | Tput: 1252.5 Mbps | Delay: 130.863 ms | Jitter: 0.0132186 ms | Drop: 63638
[INFO] Waktu: 31s | Jarak: 309 m | RSSI: -56.1433 dBm | Tput: 1230.36 Mbps | Delay: 131.802 ms | Jitter: 0.0133597 ms | Drop: 64028
[INFO] Waktu: 31.2s | Jarak: 311 m | RSSI: -56.1993 dBm | Tput: 1242.78 Mbps | Delay: 131.687 ms | Jitter: 0.013406 ms | Drop: 63825
[INFO] Waktu: 31.4s | Jarak: 313 m | RSSI: -56.2611 dBm | Tput: 1244.96 Mbps | Delay: 131.324 ms | Jitter: 0.0133023 ms | Drop: 63758
[INFO] Waktu: 31.6s | Jarak: 315 m | RSSI: -56.3103 dBm | Tput: 1247.2 Mbps | Delay: 131.278 ms | Jitter: 0.0133148 ms | Drop: 63757
[INFO] Waktu: 31.8s | Jarak: 317 m | RSSI: -56.3653 dBm | Tput: 1250.49 Mbps | Delay: 130.701 ms | Jitter: 0.0132241 ms | Drop: 63716
[INFO] Waktu: 32s | Jarak: 319 m | RSSI: -56.4199 dBm | Tput: 1246.31 Mbps | Delay: 130.915 ms | Jitter: 0.0132255 ms | Drop: 63758
[INFO] Waktu: 32.2s | Jarak: 321 m | RSSI: -56.4742 dBm | Tput: 1251.2 Mbps | Delay: 130.908 ms | Jitter: 0.0132002 ms | Drop: 63658
[INFO] Waktu: 32.4s | Jarak: 323 m | RSSI: -56.5282 dBm | Tput: 1230.42 Mbps | Delay: 131.773 ms | Jitter: 0.0134836 ms | Drop: 64029
[INFO] Waktu: 32.6s | Jarak: 325 m | RSSI: -56.5818 dBm | Tput: 1245.96 Mbps | Delay: 131.773 ms | Jitter: 0.013382 ms | Drop: 63760
[INFO] Waktu: 32.8s | Jarak: 327 m | RSSI: -56.6351 dBm | Tput: 1240.19 Mbps | Delay: 131.106 ms | Jitter: 0.0132896 ms | Drop: 63843
[INFO] Waktu: 33s | Jarak: 329 m | RSSI: -56.688 dBm | Tput: 1241.25 Mbps | Delay: 131.503 ms | Jitter: 0.0127189 ms | Drop: 63877
[INFO] Waktu: 33.2s | Jarak: 331 m | RSSI: -56.7407 dBm | Tput: 1241.31 Mbps | Delay: 131.48 ms | Jitter: 0.0123102 ms | Drop: 63854
[INFO] Waktu: 33.4s | Jarak: 333 m | RSSI: -56.793 dBm | Tput: 1238.6 Mbps | Delay: 131.547 ms | Jitter: 0.011992 ms | Drop: 63847
[INFO] Waktu: 33.6s | Jarak: 335 m | RSSI: -56.845 dBm | Tput: 1243.6 Mbps | Delay: 131.43 ms | Jitter: 0.0105275 ms | Drop: 63805
[INFO] Waktu: 33.8s | Jarak: 337 m | RSSI: -56.8967 dBm | Tput: 1238.95 Mbps | Delay: 131.379 ms | Jitter: 0.0105699 ms | Drop: 63888
[INFO] Waktu: 34s | Jarak: 339 m | RSSI: -56.9481 dBm | Tput: 1248.14 Mbps | Delay: 131.229 ms | Jitter: 0.00953241 ms | Drop: 63765
[INFO] Waktu: 34.2s | Jarak: 341 m | RSSI: -56.9992 dBm | Tput: 1231.06 Mbps | Delay: 131.795 ms | Jitter: 0.0114368 ms | Drop: 63978
[INFO] Waktu: 34.4s | Jarak: 343 m | RSSI: -57.05 dBm | Tput: 1240.13 Mbps | Delay: 131.377 ms | Jitter: 0.0113672 ms | Drop: 63898
[INFO] Waktu: 34.6s | Jarak: 345 m | RSSI: -57.1005 dBm | Tput: 1235.83 Mbps | Delay: 131.578 ms | Jitter: 0.0130834 ms | Drop: 63930
[INFO] Waktu: 34.8s | Jarak: 347 m | RSSI: -57.1507 dBm | Tput: 1251.85 Mbps | Delay: 130.758 ms | Jitter: 0.0130525 ms | Drop: 63654
[INFO] Waktu: 35s | Jarak: 349 m | RSSI: -57.2006 dBm | Tput: 1234.71 Mbps | Delay: 131.872 ms | Jitter: 0.0131128 ms | Drop: 63960
[INFO] Waktu: 35.2s | Jarak: 351 m | RSSI: -57.2503 dBm | Tput: 1232.95 Mbps | Delay: 132.264 ms | Jitter: 0.0124422 ms | Drop: 63962
[INFO] Waktu: 35.4s | Jarak: 353 m | RSSI: -57.2996 dBm | Tput: 1242.25 Mbps | Delay: 131.096 ms | Jitter: 0.0117823 ms | Drop: 63868
[INFO] Waktu: 35.6s | Jarak: 355 m | RSSI: -57.3487 dBm | Tput: 1229.89 Mbps | Delay: 131.804 ms | Jitter: 0.0130842 ms | Drop: 64034
[INFO] Waktu: 35.8s | Jarak: 357 m | RSSI: -57.3975 dBm | Tput: 1237.66 Mbps | Delay: 131.649 ms | Jitter: 0.0121015 ms | Drop: 63907
[INFO] Waktu: 36s | Jarak: 359 m | RSSI: -57.446 dBm | Tput: 1240.66 Mbps | Delay: 131.656 ms | Jitter: 0.0133562 ms | Drop: 63859
[INFO] Waktu: 36.2s | Jarak: 361 m | RSSI: -57.4943 dBm | Tput: 1229.12 Mbps | Delay: 132.138 ms | Jitter: 0.0137663 ms | Drop: 64018
[INFO] Waktu: 36.4s | Jarak: 363 m | RSSI: -57.5422 dBm | Tput: 1233.83 Mbps | Delay: 131.677 ms | Jitter: 0.0137715 ms | Drop: 63997
[INFO] Waktu: 36.6s | Jarak: 365 m | RSSI: -57.59 dBm | Tput: 1142.92 Mbps | Delay: 137.493 ms | Jitter: 0.0142162 ms | Drop: 65480
[INFO] Waktu: 36.8s | Jarak: 367 m | RSSI: -57.6374 dBm | Tput: 1139.98 Mbps | Delay: 140.151 ms | Jitter: 0.0148142 ms | Drop: 65605
[INFO] Waktu: 37s | Jarak: 369 m | RSSI: -57.6846 dBm | Tput: 1155.4 Mbps | Delay: 138.866 ms | Jitter: 0.0145626 ms | Drop: 65271
[INFO] Waktu: 37.2s | Jarak: 371 m | RSSI: -57.7316 dBm | Tput: 1153.99 Mbps | Delay: 138.734 ms | Jitter: 0.0145476 ms | Drop: 65358
[INFO] Waktu: 37.4s | Jarak: 373 m | RSSI: -57.7783 dBm | Tput: 1149.93 Mbps | Delay: 138.666 ms | Jitter: 0.0145815 ms | Drop: 65355
[INFO] Waktu: 37.6s | Jarak: 375 m | RSSI: -57.8247 dBm | Tput: 1146.1 Mbps | Delay: 139.081 ms | Jitter: 0.0146686 ms | Drop: 65481
[INFO] Waktu: 37.8s | Jarak: 377 m | RSSI: -57.8709 dBm | Tput: 1138.68 Mbps | Delay: 140.001 ms | Jitter: 0.0147604 ms | Drop: 65566
[INFO] Waktu: 38s | Jarak: 379 m | RSSI: -57.9169 dBm | Tput: 1157.11 Mbps | Delay: 138.763 ms | Jitter: 0.0145439 ms | Drop: 65309
[INFO] Waktu: 38.2s | Jarak: 381 m | RSSI: -57.9626 dBm | Tput: 1144.51 Mbps | Delay: 139.309 ms | Jitter: 0.0146555 ms | Drop: 65477
[INFO] Waktu: 38.4s | Jarak: 383 m | RSSI: -58.0081 dBm | Tput: 1149.51 Mbps | Delay: 139.037 ms | Jitter: 0.014646 ms | Drop: 65420
[INFO] Waktu: 38.6s | Jarak: 385 m | RSSI: -58.0533 dBm | Tput: 1151.93 Mbps | Delay: 138.692 ms | Jitter: 0.0146064 ms | Drop: 65362
[INFO] Waktu: 38.8s | Jarak: 387 m | RSSI: -58.0983 dBm | Tput: 1151.81 Mbps | Delay: 139.016 ms | Jitter: 0.0146629 ms | Drop: 65330
[INFO] Waktu: 39s | Jarak: 389 m | RSSI: -58.1431 dBm | Tput: 1149.28 Mbps | Delay: 138.516 ms | Jitter: 0.014581 ms | Drop: 65440
[INFO] Waktu: 39.2s | Jarak: 391 m | RSSI: -58.1876 dBm | Tput: 1145.69 Mbps | Delay: 139.562 ms | Jitter: 0.0125417 ms | Drop: 65444
[INFO] Waktu: 39.4s | Jarak: 393 m | RSSI: -58.232 dBm | Tput: 1140.74 Mbps | Delay: 139.345 ms | Jitter: 0.0140868 ms | Drop: 65539
[INFO] Waktu: 39.6s | Jarak: 395 m | RSSI: -58.2761 dBm | Tput: 1163 Mbps | Delay: 138.499 ms | Jitter: 0.014519 ms | Drop: 65195
[INFO] Waktu: 39.8s | Jarak: 397 m | RSSI: -58.3199 dBm | Tput: 1145.16 Mbps | Delay: 138.446 ms | Jitter: 0.0145819 ms | Drop: 65484
[INFO] Waktu: 40s | Jarak: 399 m | RSSI: -58.3636 dBm | Tput: 1143.86 Mbps | Delay: 139.878 ms | Jitter: 0.0137819 ms | Drop: 65465
[INFO] Waktu: 40.2s | Jarak: 401 m | RSSI: -58.407 dBm | Tput: 1151.22 Mbps | Delay: 138.856 ms | Jitter: 0.0133954 ms | Drop: 65416
[INFO] Waktu: 40.4s | Jarak: 403 m | RSSI: -58.4502 dBm | Tput: 1138.44 Mbps | Delay: 139.46 ms | Jitter: 0.0148942 ms | Drop: 65563
[INFO] Waktu: 40.6s | Jarak: 405 m | RSSI: -58.4932 dBm | Tput: 1153.22 Mbps | Delay: 138.992 ms | Jitter: 0.014809 ms | Drop: 65367
[INFO] Waktu: 40.8s | Jarak: 407 m | RSSI: -58.536 dBm | Tput: 1132.44 Mbps | Delay: 139.462 ms | Jitter: 0.0146515 ms | Drop: 65677
[INFO] Waktu: 41s | Jarak: 409 m | RSSI: -58.5786 dBm | Tput: 1151.22 Mbps | Delay: 139.437 ms | Jitter: 0.0145211 ms | Drop: 65358
[INFO] Waktu: 41.2s | Jarak: 411 m | RSSI: -58.6209 dBm | Tput: 1150.1 Mbps | Delay: 138.835 ms | Jitter: 0.0147421 ms | Drop: 65407
[INFO] Waktu: 41.4s | Jarak: 413 m | RSSI: -58.6631 dBm | Tput: 1139.98 Mbps | Delay: 139.395 ms | Jitter: 0.0149791 ms | Drop: 65542
[INFO] Waktu: 41.6s | Jarak: 415 m | RSSI: -58.7051 dBm | Tput: 1140.74 Mbps | Delay: 139.6 ms | Jitter: 0.0150315 ms | Drop: 65550
[INFO] Waktu: 41.8s | Jarak: 417 m | RSSI: -58.7468 dBm | Tput: 1145.39 Mbps | Delay: 139.441 ms | Jitter: 0.0150523 ms | Drop: 65507
[INFO] Waktu: 42s | Jarak: 419 m | RSSI: -58.7884 dBm | Tput: 1067.32 Mbps | Delay: 144.589 ms | Jitter: 0.0149126 ms | Drop: 66807
[INFO] Waktu: 42.2s | Jarak: 421 m | RSSI: -58.8298 dBm | Tput: 1078.21 Mbps | Delay: 146.209 ms | Jitter: 0.0153027 ms | Drop: 66613
[INFO] Waktu: 42.4s | Jarak: 423 m | RSSI: -58.8709 dBm | Tput: 1068.91 Mbps | Delay: 146.062 ms | Jitter: 0.0157075 ms | Drop: 66739
[INFO] Waktu: 42.6s | Jarak: 425 m | RSSI: -58.9119 dBm | Tput: 1068.55 Mbps | Delay: 146.668 ms | Jitter: 0.0158099 ms | Drop: 66782
[INFO] Waktu: 42.8s | Jarak: 427 m | RSSI: -58.9527 dBm | Tput: 1074.03 Mbps | Delay: 146.784 ms | Jitter: 0.0157815 ms | Drop: 66698
[INFO] Waktu: 43s | Jarak: 429 m | RSSI: -58.9933 dBm | Tput: 1066.73 Mbps | Delay: 146.34 ms | Jitter: 0.0157504 ms | Drop: 66823
[INFO] Waktu: 43.2s | Jarak: 431 m | RSSI: -59.0337 dBm | Tput: 1074.44 Mbps | Delay: 146.264 ms | Jitter: 0.0157513 ms | Drop: 66656
[INFO] Waktu: 43.4s | Jarak: 433 m | RSSI: -59.0739 dBm | Tput: 1065.96 Mbps | Delay: 146.478 ms | Jitter: 0.0153584 ms | Drop: 66823
[INFO] Waktu: 43.6s | Jarak: 435 m | RSSI: -59.1139 dBm | Tput: 1069.5 Mbps | Delay: 146.641 ms | Jitter: 0.0156057 ms | Drop: 66741
[INFO] Waktu: 43.8s | Jarak: 437 m | RSSI: -59.1537 dBm | Tput: 1065.14 Mbps | Delay: 147.129 ms | Jitter: 0.012724 ms | Drop: 66865
[INFO] Waktu: 44s | Jarak: 439 m | RSSI: -59.1934 dBm | Tput: 1071.5 Mbps | Delay: 146.465 ms | Jitter: 0.0103291 ms | Drop: 66727
[INFO] Waktu: 44.2s | Jarak: 441 m | RSSI: -59.2329 dBm | Tput: 1065.85 Mbps | Delay: 146.832 ms | Jitter: 0.0135613 ms | Drop: 66836
[INFO] Waktu: 44.4s | Jarak: 443 m | RSSI: -59.2722 dBm | Tput: 1068.32 Mbps | Delay: 146.786 ms | Jitter: 0.015773 ms | Drop: 66746
[INFO] Waktu: 44.6s | Jarak: 445 m | RSSI: -59.3113 dBm | Tput: 1065.85 Mbps | Delay: 146.68 ms | Jitter: 0.0155498 ms | Drop: 66828
[INFO] Waktu: 44.8s | Jarak: 447 m | RSSI: -59.3503 dBm | Tput: 1079.45 Mbps | Delay: 145.658 ms | Jitter: 0.0149261 ms | Drop: 66604
[INFO] Waktu: 45s | Jarak: 449 m | RSSI: -59.389 dBm | Tput: 1064.55 Mbps | Delay: 146.759 ms | Jitter: 0.0158822 ms | Drop: 66866
[INFO] Waktu: 45.2s | Jarak: 451 m | RSSI: -59.4276 dBm | Tput: 1068.79 Mbps | Delay: 146.767 ms | Jitter: 0.0158585 ms | Drop: 66739
[INFO] Waktu: 45.4s | Jarak: 453 m | RSSI: -59.4661 dBm | Tput: 1067.91 Mbps | Delay: 146.517 ms | Jitter: 0.0157987 ms | Drop: 66823
[INFO] Waktu: 45.6s | Jarak: 455 m | RSSI: -59.5043 dBm | Tput: 1073.26 Mbps | Delay: 146.081 ms | Jitter: 0.01569 ms | Drop: 66657
[INFO] Waktu: 45.8s | Jarak: 457 m | RSSI: -59.5424 dBm | Tput: 1068.32 Mbps | Delay: 146.468 ms | Jitter: 0.0157821 ms | Drop: 66823
[INFO] Waktu: 46s | Jarak: 459 m | RSSI: -59.5804 dBm | Tput: 1065.85 Mbps | Delay: 146.892 ms | Jitter: 0.0158624 ms | Drop: 66811
[INFO] Waktu: 46.2s | Jarak: 461 m | RSSI: -59.6181 dBm | Tput: 1063.49 Mbps | Delay: 146.549 ms | Jitter: 0.015852 ms | Drop: 66837
[INFO] Waktu: 46.4s | Jarak: 463 m | RSSI: -59.6557 dBm | Tput: 1065.73 Mbps | Delay: 146.968 ms | Jitter: 0.0159221 ms | Drop: 66857
[INFO] Waktu: 46.6s | Jarak: 465 m | RSSI: -59.6932 dBm | Tput: 1068.67 Mbps | Delay: 146.782 ms | Jitter: 0.0158547 ms | Drop: 66748
[INFO] Waktu: 46.8s | Jarak: 467 m | RSSI: -59.7304 dBm | Tput: 1070.26 Mbps | Delay: 146.36 ms | Jitter: 0.0157656 ms | Drop: 66781
[INFO] Waktu: 47s | Jarak: 469 m | RSSI: -59.7676 dBm | Tput: 1070.56 Mbps | Delay: 146.116 ms | Jitter: 0.0157615 ms | Drop: 66740
[INFO] Waktu: 47.2s | Jarak: 471 m | RSSI: -59.8045 dBm | Tput: 1063.78 Mbps | Delay: 146.481 ms | Jitter: 0.0158079 ms | Drop: 66866
[INFO] Waktu: 47.4s | Jarak: 473 m | RSSI: -59.8413 dBm | Tput: 1065.32 Mbps | Delay: 146.884 ms | Jitter: 0.0159361 ms | Drop: 66824
[INFO] Waktu: 47.6s | Jarak: 475 m | RSSI: -59.878 dBm | Tput: 1070.91 Mbps | Delay: 146.398 ms | Jitter: 0.0157519 ms | Drop: 66739
[INFO] Waktu: 47.8s | Jarak: 477 m | RSSI: -59.9145 dBm | Tput: 1064.37 Mbps | Delay: 146.395 ms | Jitter: 0.0158723 ms | Drop: 66825
[INFO] Waktu: 48s | Jarak: 479 m | RSSI: -59.9508 dBm | Tput: 1072.09 Mbps | Delay: 146.451 ms | Jitter: 0.0157977 ms | Drop: 66739
[INFO] Waktu: 48.2s | Jarak: 481 m | RSSI: -59.987 dBm | Tput: 1060.78 Mbps | Delay: 146.806 ms | Jitter: 0.0159255 ms | Drop: 66907
[INFO] Waktu: 48.4s | Jarak: 483 m | RSSI: -60.0231 dBm | Tput: 1069.56 Mbps | Delay: 146.399 ms | Jitter: 0.0158092 ms | Drop: 66740
[INFO] Waktu: 48.6s | Jarak: 485 m | RSSI: -60.0589 dBm | Tput: 1065.32 Mbps | Delay: 146.717 ms | Jitter: 0.0158267 ms | Drop: 66854
[INFO] Waktu: 48.8s | Jarak: 487 m | RSSI: -60.0947 dBm | Tput: 1065.85 Mbps | Delay: 146.566 ms | Jitter: 0.0158957 ms | Drop: 66806
[INFO] Waktu: 49s | Jarak: 489 m | RSSI: -60.1303 dBm | Tput: 1058.96 Mbps | Delay: 147.089 ms | Jitter: 0.0159663 ms | Drop: 66937
[INFO] Waktu: 49.2s | Jarak: 491 m | RSSI: -60.1657 dBm | Tput: 1067.55 Mbps | Delay: 146.77 ms | Jitter: 0.0158702 ms | Drop: 66824
[INFO] Waktu: 49.4s | Jarak: 493 m | RSSI: -60.201 dBm | Tput: 1066.08 Mbps | Delay: 146.279 ms | Jitter: 0.0158461 ms | Drop: 66781
[INFO] Waktu: 49.6s | Jarak: 495 m | RSSI: -60.2362 dBm | Tput: 1072.26 Mbps | Delay: 146.375 ms | Jitter: 0.0158486 ms | Drop: 66740
[INFO] Waktu: 49.8s | Jarak: 497 m | RSSI: -60.2712 dBm | Tput: 1066.85 Mbps | Delay: 146.17 ms | Jitter: 0.0157457 ms | Drop: 66782
[INFO] Waktu: 50s | Jarak: 499 m | RSSI: -60.3061 dBm | Tput: 1069.03 Mbps | Delay: 145.964 ms | Jitter: 0.0158057 ms | Drop: 66782
[INFO] Waktu: 50.2s | Jarak: 501 m | RSSI: -60.3409 dBm | Tput: 1070.79 Mbps | Delay: 146.221 ms | Jitter: 0.0158179 ms | Drop: 66739
[INFO] Waktu: 50.4s | Jarak: 503 m | RSSI: -60.3755 dBm | Tput: 1065.02 Mbps | Delay: 146.45 ms | Jitter: 0.015842 ms | Drop: 66866
[INFO] Waktu: 50.6s | Jarak: 505 m | RSSI: -60.4099 dBm | Tput: 1080.33 Mbps | Delay: 145.405 ms | Jitter: 0.0156569 ms | Drop: 66572
[INFO] Waktu: 50.8s | Jarak: 507 m | RSSI: -60.4443 dBm | Tput: 1063.84 Mbps | Delay: 146.138 ms | Jitter: 0.0157729 ms | Drop: 66823
[INFO] Waktu: 51s | Jarak: 509 m | RSSI: -60.4785 dBm | Tput: 1070.79 Mbps | Delay: 146.063 ms | Jitter: 0.0158252 ms | Drop: 66740
[INFO] Waktu: 51.2s | Jarak: 511 m | RSSI: -60.5125 dBm | Tput: 1068.32 Mbps | Delay: 146.181 ms | Jitter: 0.0144592 ms | Drop: 66781
[INFO] Waktu: 51.4s | Jarak: 513 m | RSSI: -60.5465 dBm | Tput: 1070.79 Mbps | Delay: 145.817 ms | Jitter: 0.0158082 ms | Drop: 66763
[INFO] Waktu: 51.6s | Jarak: 515 m | RSSI: -60.5803 dBm | Tput: 1070.79 Mbps | Delay: 145.84 ms | Jitter: 0.0141578 ms | Drop: 66720
[INFO] Waktu: 51.8s | Jarak: 517 m | RSSI: -60.6139 dBm | Tput: 1062.55 Mbps | Delay: 146.961 ms | Jitter: 0.0142371 ms | Drop: 66905
[INFO] Waktu: 52s | Jarak: 519 m | RSSI: -60.6475 dBm | Tput: 1066.67 Mbps | Delay: 146.099 ms | Jitter: 0.0139578 ms | Drop: 66788
[INFO] Waktu: 52.2s | Jarak: 521 m | RSSI: -60.6809 dBm | Tput: 1063.37 Mbps | Delay: 146.481 ms | Jitter: 0.0159498 ms | Drop: 66859
[INFO] Waktu: 52.4s | Jarak: 523 m | RSSI: -60.7141 dBm | Tput: 1065.2 Mbps | Delay: 146.631 ms | Jitter: 0.0159724 ms | Drop: 66865
[INFO] Waktu: 52.6s | Jarak: 525 m | RSSI: -60.7473 dBm | Tput: 1068.97 Mbps | Delay: 146.027 ms | Jitter: 0.0158745 ms | Drop: 66784
[INFO] Waktu: 52.8s | Jarak: 527 m | RSSI: -60.7803 dBm | Tput: 1067.85 Mbps | Delay: 146.29 ms | Jitter: 0.0158487 ms | Drop: 66780
[INFO] Waktu: 53s | Jarak: 529 m | RSSI: -60.8132 dBm | Tput: 1068.79 Mbps | Delay: 146.287 ms | Jitter: 0.0158413 ms | Drop: 66782
[INFO] Waktu: 53.2s | Jarak: 531 m | RSSI: -60.846 dBm | Tput: 1065.85 Mbps | Delay: 146.162 ms | Jitter: 0.0158811 ms | Drop: 66824
[INFO] Waktu: 53.4s | Jarak: 533 m | RSSI: -60.8787 dBm | Tput: 1061.02 Mbps | Delay: 146.764 ms | Jitter: 0.015915 ms | Drop: 66865
[INFO] Waktu: 53.6s | Jarak: 535 m | RSSI: -60.9112 dBm | Tput: 1061.67 Mbps | Delay: 146.614 ms | Jitter: 0.0158996 ms | Drop: 66908
[INFO] Waktu: 53.8s | Jarak: 537 m | RSSI: -60.9436 dBm | Tput: 1064.96 Mbps | Delay: 146.675 ms | Jitter: 0.0159291 ms | Drop: 66865
[INFO] Waktu: 54s | Jarak: 539 m | RSSI: -60.9759 dBm | Tput: 1070.14 Mbps | Delay: 145.664 ms | Jitter: 0.0157746 ms | Drop: 66740
[INFO] Waktu: 54.2s | Jarak: 541 m | RSSI: -61.0081 dBm | Tput: 1066.43 Mbps | Delay: 146.341 ms | Jitter: 0.0158776 ms | Drop: 66824
[INFO] Waktu: 54.4s | Jarak: 543 m | RSSI: -61.0401 dBm | Tput: 1068.32 Mbps | Delay: 145.904 ms | Jitter: 0.0157942 ms | Drop: 66781
[INFO] Waktu: 54.6s | Jarak: 545 m | RSSI: -61.072 dBm | Tput: 1070.62 Mbps | Delay: 145.695 ms | Jitter: 0.0157939 ms | Drop: 66741
[INFO] Waktu: 54.8s | Jarak: 547 m | RSSI: -61.1039 dBm | Tput: 1073.44 Mbps | Delay: 145.55 ms | Jitter: 0.0157332 ms | Drop: 66697
[INFO] Waktu: 55s | Jarak: 549 m | RSSI: -61.1356 dBm | Tput: 1061.31 Mbps | Delay: 146.284 ms | Jitter: 0.0158576 ms | Drop: 66865
[INFO] Waktu: 55.2s | Jarak: 551 m | RSSI: -61.1671 dBm | Tput: 1072.44 Mbps | Delay: 145.757 ms | Jitter: 0.0157912 ms | Drop: 66740
[INFO] Waktu: 55.4s | Jarak: 553 m | RSSI: -61.1986 dBm | Tput: 1068.79 Mbps | Delay: 145.819 ms | Jitter: 0.0158066 ms | Drop: 66744
[INFO] Waktu: 55.6s | Jarak: 555 m | RSSI: -61.23 dBm | Tput: 1064.73 Mbps | Delay: 146.55 ms | Jitter: 0.0159074 ms | Drop: 66862
[INFO] Waktu: 55.8s | Jarak: 557 m | RSSI: -61.2612 dBm | Tput: 1069.38 Mbps | Delay: 145.622 ms | Jitter: 0.0158273 ms | Drop: 66781
[INFO] Waktu: 56s | Jarak: 559 m | RSSI: -61.2923 dBm | Tput: 1060.96 Mbps | Delay: 146.231 ms | Jitter: 0.0158464 ms | Drop: 66866
